marca,tienda,precio,ram_gb,almacenamiento_gb,features,scaledFeatures,prediction
3,3,1149990.0,16,2048.0,"[1149990.0,16.0,2048.0]","[1.8082674746292626,1.2730794066257018,5.647306973584948]",1
2,3,849990.0,16,1024.0,"[849990.0,16.0,1024.0]","[1.3365414227603083,1.2730794066257018,2.823653486792474]",0
3,3,1599990.0,64,2048.0,"[1599990.0,64.0,2048.0]","[2.515856552432694,5.092317626502807,5.647306973584948]",2
2,3,999990.0,32,1024.0,"[999990.0,32.0,1024.0]","[1.5724044486947855,2.5461588132514037,2.823653486792474]",1
2,3,1259990.0,64,1024.0,"[1259990.0,64.0,1024.0]","[1.9812336936478792,5.092317626502807,2.823653486792474]",2
2,3,1099990.0,64,1024.0,"[1099990.0,64.0,1024.0]","[1.7296464659844368,5.092317626502807,2.823653486792474]",2
0,3,669990.0,16,1024.0,"[669990.0,16.0,1024.0]","[1.0535057916389357,1.2730794066257018,2.823653486792474]",0
0,3,1994990.0,32,1024.0,"[1994990.0,32.0,1024.0]","[3.1369625207268172,2.5461588132514037,2.823653486792474]",1
2,3,900990.0,16,1024.0,"[900990.0,16.0,1024.0]","[1.4167348515780305,1.2730794066257018,2.823653486792474]",0
2,3,766990.0,16,512.0,"[766990.0,16.0,512.0]","[1.2060305484098977,1.2730794066257018,1.411826743396237]",0
3,3,1165990.0,16,512.0,"[1165990.0,16.0,512.0]","[1.8334261973956067,1.2730794066257018,1.411826743396237]",0
2,3,712990.0,16,512.0,"[712990.0,16.0,512.0]","[1.1211198590734859,1.2730794066257018,1.411826743396237]",0
2,3,1069990.0,32,1024.0,"[1069990.0,32.0,1024.0]","[1.6824738607975414,2.5461588132514037,2.823653486792474]",1
3,3,1549990.0,32,1024.0,"[1549990.0,32.0,1024.0]","[2.4372355437878683,2.5461588132514037,2.823653486792474]",1
0,3,583990.0,8,256.0,"[583990.0,8.0,256.0]","[0.9182776567698354,0.6365397033128509,0.7059133716981185]",0
0,3,1081990.0,16,512.0,"[1081990.0,16.0,512.0]","[1.7013429028722995,1.2730794066257018,1.411826743396237]",0
3,3,1173990.0,16,512.0,"[1173990.0,16.0,512.0]","[1.846005558778779,1.2730794066257018,1.411826743396237]",0
3,3,1583990.0,32,1024.0,"[1583990.0,32.0,1024.0]","[2.49069782966635,2.5461588132514037,2.823653486792474]",1
3,1,1484990.0,16,512.0,"[1484990.0,16.0,512.0]","[2.335028232549595,1.2730794066257018,1.411826743396237]",0
0,1,305990.0,4,500.0,"[305990.0,4.0,500.0]","[0.48114484870460444,0.31826985165642546,1.3787370540978878]",0
1,1,316990.0,8,256.0,"[316990.0,8.0,256.0]","[0.4984414706064661,0.6365397033128509,0.7059133716981185]",0
0,1,1582990.0,32,512.0,"[1582990.0,32.0,512.0]","[2.4891254094934534,2.5461588132514037,1.411826743396237]",1
1,1,854990.0,8,256.0,"[854990.0,8.0,256.0]","[1.3444035236247909,0.6365397033128509,0.7059133716981185]",0
1,1,1394990.0,16,1024.0,"[1394990.0,16.0,1024.0]","[2.1935104169889086,1.2730794066257018,2.823653486792474]",1
1,1,1057990.0,16,512.0,"[1057990.0,16.0,512.0]","[1.6636048187227832,1.2730794066257018,1.411826743396237]",0
1,1,1639990.0,16,1024.0,"[1639990.0,16.0,1024.0]","[2.5787533593485548,1.2730794066257018,2.823653486792474]",1
1,1,966990.0,16,512.0,"[966990.0,16.0,512.0]","[1.5205145829892004,1.2730794066257018,1.411826743396237]",0
1,1,700000.0,8,256.0,"[700000.0,8.0,256.0]","[1.10069412102756,0.6365397033128509,0.7059133716981185]",0
1,1,800990.0,8,256.0,"[800990.0,8.0,256.0]","[1.259492834288379,0.6365397033128509,0.7059133716981185]",0
3,1,404990.0,8,256.0,"[404990.0,8.0,256.0]","[0.6368144458213594,0.6365397033128509,0.7059133716981185]",0
3,1,386361.0,8,256.0,"[386361.0,8.0,256.0]","[0.6075218304204701,0.6365397033128509,0.7059133716981185]",0
3,1,916990.0,8,256.0,"[916990.0,8.0,256.0]","[1.4418935743443748,0.6365397033128509,0.7059133716981185]",0
3,1,605990.0,8,1024.0,"[605990.0,8.0,1024.0]","[0.9528709005735587,0.6365397033128509,2.823653486792474]",0
3,1,861990.0,8,256.0,"[861990.0,8.0,256.0]","[1.3554104648350664,0.6365397033128509,0.7059133716981185]",0
0,1,1273990.0,8,256.0,"[1273990.0,8.0,256.0]","[2.0032475760684303,0.6365397033128509,0.7059133716981185]",0
0,1,1159990.0,8,512.0,"[1159990.0,8.0,512.0]","[1.8239916763582278,0.6365397033128509,1.411826743396237]",0
0,1,860990.0,4,256.0,"[860990.0,4.0,256.0]","[1.3538380446621698,0.31826985165642546,0.7059133716981185]",0
1,1,487990.0,4,256.0,"[487990.0,4.0,256.0]","[0.76732532017177,0.31826985165642546,0.7059133716981185]",0
1,1,1584990.0,16,512.0,"[1584990.0,16.0,512.0]","[2.492270249839246,1.2730794066257018,1.411826743396237]",0
1,1,1131990.0,16,512.0,"[1131990.0,16.0,512.0]","[1.7799639115171253,1.2730794066257018,1.411826743396237]",0
2,1,2499990.0,32,1024.0,"[2499990.0,32.0,1024.0]","[3.931034708039557,2.5461588132514037,2.823653486792474]",1
2,1,1161990.0,8,256.0,"[1161990.0,8.0,256.0]","[1.8271365167040208,0.6365397033128509,0.7059133716981185]",0
28,1,699990.0,8,256.0,"[699990.0,8.0,256.0]","[1.1006783968258311,0.6365397033128509,0.7059133716981185]",0
1,1,409990.0,8,512.0,"[409990.0,8.0,512.0]","[0.644676546685842,0.6365397033128509,1.411826743396237]",0
10,1,1112990.0,32,1024.0,"[1112990.0,32.0,1024.0]","[1.7500879282320916,2.5461588132514037,2.823653486792474]",1
2,1,1145990.0,8,512.0,"[1145990.0,8.0,512.0]","[1.8019777939376764,0.6365397033128509,1.411826743396237]",0
10,1,804990.0,8,256.0,"[804990.0,8.0,256.0]","[1.265782514979965,0.6365397033128509,0.7059133716981185]",0
0,1,1008990.0,8,512.0,"[1008990.0,8.0,512.0]","[1.586556230250854,0.6365397033128509,1.411826743396237]",0
0,1,855990.0,16,512.0,"[855990.0,16.0,512.0]","[1.3459759437976873,1.2730794066257018,1.411826743396237]",0
3,1,873990.0,8,256.0,"[873990.0,8.0,256.0]","[1.3742795069098246,0.6365397033128509,0.7059133716981185]",0
0,1,2623990.0,16,1024.0,"[2623990.0,16.0,1024.0]","[4.126014809478725,1.2730794066257018,2.823653486792474]",1
3,1,1839990.0,16,512.0,"[1839990.0,16.0,512.0]","[2.8932373939278575,1.2730794066257018,1.411826743396237]",0
1,1,265990.0,16,1024.0,"[265990.0,16.0,1024.0]","[0.41824804178874386,1.2730794066257018,2.823653486792474]",0
1,1,1158990.0,8,512.0,"[1158990.0,8.0,512.0]","[1.8224192561853312,0.6365397033128509,1.411826743396237]",0
3,1,2618990.0,32,1024.0,"[2618990.0,32.0,1024.0]","[4.118152708614242,2.5461588132514037,2.823653486792474]",1
3,1,1211990.0,16,512.0,"[1211990.0,16.0,512.0]","[1.9057575253488463,1.2730794066257018,1.411826743396237]",0
0,1,1377990.0,16,512.0,"[1377990.0,16.0,512.0]","[2.166779274049668,1.2730794066257018,1.411826743396237]",0
1,1,1350990.0,16,512.0,"[1350990.0,16.0,512.0]","[2.124323929381462,1.2730794066257018,1.411826743396237]",0
1,1,1804990.0,16,512.0,"[1804990.0,16.0,512.0]","[2.8382026878764797,1.2730794066257018,1.411826743396237]",0
1,1,1116990.0,16,512.0,"[1116990.0,16.0,512.0]","[1.7563776089236776,1.2730794066257018,1.411826743396237]",0
3,1,1306990.0,16,512.0,"[1306990.0,16.0,512.0]","[2.0551374417740154,1.2730794066257018,1.411826743396237]",0
1,1,1158990.0,8,256.0,"[1158990.0,8.0,256.0]","[1.8224192561853312,0.6365397033128509,0.7059133716981185]",0
1,1,1815990.0,16,512.0,"[1815990.0,16.0,512.0]","[2.855499309778341,1.2730794066257018,1.411826743396237]",0
0,1,2244990.0,32,512.0,"[2244990.0,32.0,512.0]","[3.530067563950946,2.5461588132514037,1.411826743396237]",1
0,1,1881990.0,16,1024.0,"[1881990.0,16.0,1024.0]","[2.959279041189511,1.2730794066257018,2.823653486792474]",1
0,1,1808990.0,16,1024.0,"[1808990.0,16.0,1024.0]","[2.8444923685680656,1.2730794066257018,2.823653486792474]",1
0,1,1366990.0,16,512.0,"[1366990.0,16.0,512.0]","[2.1494826521478063,1.2730794066257018,1.411826743396237]",0
0,1,2080990.0,16,1024.0,"[2080990.0,16.0,1024.0]","[3.2721906555959173,1.2730794066257018,2.823653486792474]",1
0,1,2046951.0,32,1024.0,"[2046951.0,32.0,1024.0]","[3.218667045330693,2.5461588132514037,2.823653486792474]",1
0,1,629990.0,8,256.0,"[629990.0,8.0,256.0]","[0.9906089847230751,0.6365397033128509,0.7059133716981185]",0
1,1,1387990.0,16,512.0,"[1387990.0,16.0,512.0]","[2.182503475778633,1.2730794066257018,1.411826743396237]",0
0,1,2418990.0,32,1024.0,"[2418990.0,32.0,1024.0]","[3.8036686740349395,2.5461588132514037,2.823653486792474]",1
0,1,1780990.0,16,1024.0,"[1780990.0,16.0,1024.0]","[2.800464603726963,1.2730794066257018,2.823653486792474]",1
0,1,1160990.0,16,512.0,"[1160990.0,16.0,512.0]","[1.8255640965311242,1.2730794066257018,1.411826743396237]",0
3,3,1049990.0,16,1024.0,"[1049990.0,16.0,1024.0]","[1.651025457339611,1.2730794066257018,2.823653486792474]",0
3,3,1299990.0,32,1024.0,"[1299990.0,32.0,1024.0]","[2.04413050056374,2.5461588132514037,2.823653486792474]",1
2,3,859990.0,16,512.0,"[859990.0,16.0,512.0]","[1.3522656244892735,1.2730794066257018,1.411826743396237]",0
2,3,979990.0,16,1024.0,"[979990.0,16.0,1024.0]","[1.5409560452368551,1.2730794066257018,2.823653486792474]",0
3,3,699990.0,16,512.0,"[699990.0,16.0,512.0]","[1.1006783968258311,1.2730794066257018,1.411826743396237]",0
3,3,799990.0,32,512.0,"[799990.0,32.0,512.0]","[1.2579204141154825,2.5461588132514037,1.411826743396237]",0
2,3,1499990.0,64,1024.0,"[1499990.0,64.0,1024.0]","[2.3586145351430425,5.092317626502807,2.823653486792474]",2
3,3,829990.0,16,1024.0,"[829990.0,16.0,1024.0]","[1.305093019302378,1.2730794066257018,2.823653486792474]",0
0,3,715990.0,16,512.0,"[715990.0,16.0,512.0]","[1.1258371195921753,1.2730794066257018,1.411826743396237]",0
3,3,899990.0,32,1024.0,"[899990.0,32.0,1024.0]","[1.4151624314051339,2.5461588132514037,2.823653486792474]",1
2,3,989990.0,64,512.0,"[989990.0,64.0,512.0]","[1.5566802469658203,5.092317626502807,1.411826743396237]",2
2,3,679990.0,16,512.0,"[679990.0,16.0,512.0]","[1.0692299933679008,1.2730794066257018,1.411826743396237]",0
3,3,1499990.0,64,1024.0,"[1499990.0,64.0,1024.0]","[2.3586145351430425,5.092317626502807,2.823653486792474]",2
3,3,1399990.0,32,2048.0,"[1399990.0,32.0,2048.0]","[2.201372517853391,2.5461588132514037,5.647306973584948]",1
3,3,1149990.0,16,2048.0,"[1149990.0,16.0,2048.0]","[1.8082674746292626,1.2730794066257018,5.647306973584948]",1
2,3,849990.0,16,1024.0,"[849990.0,16.0,1024.0]","[1.3365414227603083,1.2730794066257018,2.823653486792474]",0
3,3,1599990.0,64,2048.0,"[1599990.0,64.0,2048.0]","[2.515856552432694,5.092317626502807,5.647306973584948]",2
2,3,999990.0,32,1024.0,"[999990.0,32.0,1024.0]","[1.5724044486947855,2.5461588132514037,2.823653486792474]",1
2,3,1259990.0,64,1024.0,"[1259990.0,64.0,1024.0]","[1.9812336936478792,5.092317626502807,2.823653486792474]",2
2,3,1099990.0,64,1024.0,"[1099990.0,64.0,1024.0]","[1.7296464659844368,5.092317626502807,2.823653486792474]",2
0,3,669990.0,16,1024.0,"[669990.0,16.0,1024.0]","[1.0535057916389357,1.2730794066257018,2.823653486792474]",0
0,3,1994990.0,32,1024.0,"[1994990.0,32.0,1024.0]","[3.1369625207268172,2.5461588132514037,2.823653486792474]",1
2,3,900990.0,16,1024.0,"[900990.0,16.0,1024.0]","[1.4167348515780305,1.2730794066257018,2.823653486792474]",0
2,3,766990.0,16,512.0,"[766990.0,16.0,512.0]","[1.2060305484098977,1.2730794066257018,1.411826743396237]",0
3,3,1165990.0,16,512.0,"[1165990.0,16.0,512.0]","[1.8334261973956067,1.2730794066257018,1.411826743396237]",0
2,3,712990.0,16,512.0,"[712990.0,16.0,512.0]","[1.1211198590734859,1.2730794066257018,1.411826743396237]",0
2,3,1069990.0,32,1024.0,"[1069990.0,32.0,1024.0]","[1.6824738607975414,2.5461588132514037,2.823653486792474]",1
3,3,1549990.0,32,1024.0,"[1549990.0,32.0,1024.0]","[2.4372355437878683,2.5461588132514037,2.823653486792474]",1
0,3,583990.0,8,256.0,"[583990.0,8.0,256.0]","[0.9182776567698354,0.6365397033128509,0.7059133716981185]",0
0,3,1081990.0,16,512.0,"[1081990.0,16.0,512.0]","[1.7013429028722995,1.2730794066257018,1.411826743396237]",0
3,3,1173990.0,16,512.0,"[1173990.0,16.0,512.0]","[1.846005558778779,1.2730794066257018,1.411826743396237]",0
3,3,1583990.0,32,1024.0,"[1583990.0,32.0,1024.0]","[2.49069782966635,2.5461588132514037,2.823653486792474]",1
3,3,1049990.0,16,1024.0,"[1049990.0,16.0,1024.0]","[1.651025457339611,1.2730794066257018,2.823653486792474]",0
3,3,1299990.0,32,1024.0,"[1299990.0,32.0,1024.0]","[2.04413050056374,2.5461588132514037,2.823653486792474]",1
2,3,859990.0,16,512.0,"[859990.0,16.0,512.0]","[1.3522656244892735,1.2730794066257018,1.411826743396237]",0
2,3,979990.0,16,1024.0,"[979990.0,16.0,1024.0]","[1.5409560452368551,1.2730794066257018,2.823653486792474]",0
3,3,699990.0,16,512.0,"[699990.0,16.0,512.0]","[1.1006783968258311,1.2730794066257018,1.411826743396237]",0
3,3,799990.0,32,512.0,"[799990.0,32.0,512.0]","[1.2579204141154825,2.5461588132514037,1.411826743396237]",0
2,3,1499990.0,64,1024.0,"[1499990.0,64.0,1024.0]","[2.3586145351430425,5.092317626502807,2.823653486792474]",2
3,3,829990.0,16,1024.0,"[829990.0,16.0,1024.0]","[1.305093019302378,1.2730794066257018,2.823653486792474]",0
0,3,715990.0,16,512.0,"[715990.0,16.0,512.0]","[1.1258371195921753,1.2730794066257018,1.411826743396237]",0
3,3,899990.0,32,1024.0,"[899990.0,32.0,1024.0]","[1.4151624314051339,2.5461588132514037,2.823653486792474]",1
2,3,989990.0,64,512.0,"[989990.0,64.0,512.0]","[1.5566802469658203,5.092317626502807,1.411826743396237]",2
2,3,679990.0,16,512.0,"[679990.0,16.0,512.0]","[1.0692299933679008,1.2730794066257018,1.411826743396237]",0
3,3,1499990.0,64,1024.0,"[1499990.0,64.0,1024.0]","[2.3586145351430425,5.092317626502807,2.823653486792474]",2
3,3,1399990.0,32,2048.0,"[1399990.0,32.0,2048.0]","[2.201372517853391,2.5461588132514037,5.647306973584948]",1
3,3,1149990.0,16,2048.0,"[1149990.0,16.0,2048.0]","[1.8082674746292626,1.2730794066257018,5.647306973584948]",1
2,3,849990.0,16,1024.0,"[849990.0,16.0,1024.0]","[1.3365414227603083,1.2730794066257018,2.823653486792474]",0
3,3,1599990.0,64,2048.0,"[1599990.0,64.0,2048.0]","[2.515856552432694,5.092317626502807,5.647306973584948]",2
2,3,999990.0,32,1024.0,"[999990.0,32.0,1024.0]","[1.5724044486947855,2.5461588132514037,2.823653486792474]",1
2,3,1259990.0,64,1024.0,"[1259990.0,64.0,1024.0]","[1.9812336936478792,5.092317626502807,2.823653486792474]",2
2,3,1099990.0,64,1024.0,"[1099990.0,64.0,1024.0]","[1.7296464659844368,5.092317626502807,2.823653486792474]",2
0,3,669990.0,16,1024.0,"[669990.0,16.0,1024.0]","[1.0535057916389357,1.2730794066257018,2.823653486792474]",0
0,3,1994990.0,32,1024.0,"[1994990.0,32.0,1024.0]","[3.1369625207268172,2.5461588132514037,2.823653486792474]",1
2,3,900990.0,16,1024.0,"[900990.0,16.0,1024.0]","[1.4167348515780305,1.2730794066257018,2.823653486792474]",0
2,3,766990.0,16,512.0,"[766990.0,16.0,512.0]","[1.2060305484098977,1.2730794066257018,1.411826743396237]",0
3,3,1165990.0,16,512.0,"[1165990.0,16.0,512.0]","[1.8334261973956067,1.2730794066257018,1.411826743396237]",0
2,3,712990.0,16,512.0,"[712990.0,16.0,512.0]","[1.1211198590734859,1.2730794066257018,1.411826743396237]",0
2,3,1069990.0,32,1024.0,"[1069990.0,32.0,1024.0]","[1.6824738607975414,2.5461588132514037,2.823653486792474]",1
3,3,1549990.0,32,1024.0,"[1549990.0,32.0,1024.0]","[2.4372355437878683,2.5461588132514037,2.823653486792474]",1
0,3,583990.0,8,256.0,"[583990.0,8.0,256.0]","[0.9182776567698354,0.6365397033128509,0.7059133716981185]",0
0,3,1081990.0,16,512.0,"[1081990.0,16.0,512.0]","[1.7013429028722995,1.2730794066257018,1.411826743396237]",0
3,3,1173990.0,16,512.0,"[1173990.0,16.0,512.0]","[1.846005558778779,1.2730794066257018,1.411826743396237]",0
3,3,1583990.0,32,1024.0,"[1583990.0,32.0,1024.0]","[2.49069782966635,2.5461588132514037,2.823653486792474]",1
3,3,1049990.0,16,1024.0,"[1049990.0,16.0,1024.0]","[1.651025457339611,1.2730794066257018,2.823653486792474]",0
3,3,1299990.0,32,1024.0,"[1299990.0,32.0,1024.0]","[2.04413050056374,2.5461588132514037,2.823653486792474]",1
2,3,859990.0,16,512.0,"[859990.0,16.0,512.0]","[1.3522656244892735,1.2730794066257018,1.411826743396237]",0
2,3,979990.0,16,1024.0,"[979990.0,16.0,1024.0]","[1.5409560452368551,1.2730794066257018,2.823653486792474]",0
3,3,699990.0,16,512.0,"[699990.0,16.0,512.0]","[1.1006783968258311,1.2730794066257018,1.411826743396237]",0
3,3,799990.0,32,512.0,"[799990.0,32.0,512.0]","[1.2579204141154825,2.5461588132514037,1.411826743396237]",0
2,3,1499990.0,64,1024.0,"[1499990.0,64.0,1024.0]","[2.3586145351430425,5.092317626502807,2.823653486792474]",2
3,3,829990.0,16,1024.0,"[829990.0,16.0,1024.0]","[1.305093019302378,1.2730794066257018,2.823653486792474]",0
0,3,715990.0,16,512.0,"[715990.0,16.0,512.0]","[1.1258371195921753,1.2730794066257018,1.411826743396237]",0
3,3,899990.0,32,1024.0,"[899990.0,32.0,1024.0]","[1.4151624314051339,2.5461588132514037,2.823653486792474]",1
2,3,989990.0,64,512.0,"[989990.0,64.0,512.0]","[1.5566802469658203,5.092317626502807,1.411826743396237]",2
2,3,679990.0,16,512.0,"[679990.0,16.0,512.0]","[1.0692299933679008,1.2730794066257018,1.411826743396237]",0
3,3,1499990.0,64,1024.0,"[1499990.0,64.0,1024.0]","[2.3586145351430425,5.092317626502807,2.823653486792474]",2
3,3,1399990.0,32,2048.0,"[1399990.0,32.0,2048.0]","[2.201372517853391,2.5461588132514037,5.647306973584948]",1
3,3,1149990.0,16,2048.0,"[1149990.0,16.0,2048.0]","[1.8082674746292626,1.2730794066257018,5.647306973584948]",1
2,3,849990.0,16,1024.0,"[849990.0,16.0,1024.0]","[1.3365414227603083,1.2730794066257018,2.823653486792474]",0
3,3,1599990.0,64,2048.0,"[1599990.0,64.0,2048.0]","[2.515856552432694,5.092317626502807,5.647306973584948]",2
2,3,999990.0,32,1024.0,"[999990.0,32.0,1024.0]","[1.5724044486947855,2.5461588132514037,2.823653486792474]",1
2,3,1259990.0,64,1024.0,"[1259990.0,64.0,1024.0]","[1.9812336936478792,5.092317626502807,2.823653486792474]",2
2,3,1099990.0,64,1024.0,"[1099990.0,64.0,1024.0]","[1.7296464659844368,5.092317626502807,2.823653486792474]",2
0,3,669990.0,16,1024.0,"[669990.0,16.0,1024.0]","[1.0535057916389357,1.2730794066257018,2.823653486792474]",0
0,3,1994990.0,32,1024.0,"[1994990.0,32.0,1024.0]","[3.1369625207268172,2.5461588132514037,2.823653486792474]",1
2,3,900990.0,16,1024.0,"[900990.0,16.0,1024.0]","[1.4167348515780305,1.2730794066257018,2.823653486792474]",0
2,3,766990.0,16,512.0,"[766990.0,16.0,512.0]","[1.2060305484098977,1.2730794066257018,1.411826743396237]",0
3,3,1165990.0,16,512.0,"[1165990.0,16.0,512.0]","[1.8334261973956067,1.2730794066257018,1.411826743396237]",0
2,3,712990.0,16,512.0,"[712990.0,16.0,512.0]","[1.1211198590734859,1.2730794066257018,1.411826743396237]",0
2,3,1069990.0,32,1024.0,"[1069990.0,32.0,1024.0]","[1.6824738607975414,2.5461588132514037,2.823653486792474]",1
3,3,1549990.0,32,1024.0,"[1549990.0,32.0,1024.0]","[2.4372355437878683,2.5461588132514037,2.823653486792474]",1
0,3,583990.0,8,256.0,"[583990.0,8.0,256.0]","[0.9182776567698354,0.6365397033128509,0.7059133716981185]",0
0,3,1081990.0,16,512.0,"[1081990.0,16.0,512.0]","[1.7013429028722995,1.2730794066257018,1.411826743396237]",0
3,3,1173990.0,16,512.0,"[1173990.0,16.0,512.0]","[1.846005558778779,1.2730794066257018,1.411826743396237]",0
3,3,1583990.0,32,1024.0,"[1583990.0,32.0,1024.0]","[2.49069782966635,2.5461588132514037,2.823653486792474]",1
3,3,1049990.0,16,1024.0,"[1049990.0,16.0,1024.0]","[1.651025457339611,1.2730794066257018,2.823653486792474]",0
3,3,1299990.0,32,1024.0,"[1299990.0,32.0,1024.0]","[2.04413050056374,2.5461588132514037,2.823653486792474]",1
2,3,859990.0,16,512.0,"[859990.0,16.0,512.0]","[1.3522656244892735,1.2730794066257018,1.411826743396237]",0
2,3,979990.0,16,1024.0,"[979990.0,16.0,1024.0]","[1.5409560452368551,1.2730794066257018,2.823653486792474]",0
3,3,699990.0,16,512.0,"[699990.0,16.0,512.0]","[1.1006783968258311,1.2730794066257018,1.411826743396237]",0
3,3,799990.0,32,512.0,"[799990.0,32.0,512.0]","[1.2579204141154825,2.5461588132514037,1.411826743396237]",0
2,3,1499990.0,64,1024.0,"[1499990.0,64.0,1024.0]","[2.3586145351430425,5.092317626502807,2.823653486792474]",2
3,3,829990.0,16,1024.0,"[829990.0,16.0,1024.0]","[1.305093019302378,1.2730794066257018,2.823653486792474]",0
0,3,715990.0,16,512.0,"[715990.0,16.0,512.0]","[1.1258371195921753,1.2730794066257018,1.411826743396237]",0
3,3,899990.0,32,1024.0,"[899990.0,32.0,1024.0]","[1.4151624314051339,2.5461588132514037,2.823653486792474]",1
2,3,989990.0,64,512.0,"[989990.0,64.0,512.0]","[1.5566802469658203,5.092317626502807,1.411826743396237]",2
2,3,679990.0,16,512.0,"[679990.0,16.0,512.0]","[1.0692299933679008,1.2730794066257018,1.411826743396237]",0
3,3,1499990.0,64,1024.0,"[1499990.0,64.0,1024.0]","[2.3586145351430425,5.092317626502807,2.823653486792474]",2
3,3,1399990.0,32,2048.0,"[1399990.0,32.0,2048.0]","[2.201372517853391,2.5461588132514037,5.647306973584948]",1
3,3,1149990.0,16,2048.0,"[1149990.0,16.0,2048.0]","[1.8082674746292626,1.2730794066257018,5.647306973584948]",1
2,3,849990.0,16,1024.0,"[849990.0,16.0,1024.0]","[1.3365414227603083,1.2730794066257018,2.823653486792474]",0
3,3,1599990.0,64,2048.0,"[1599990.0,64.0,2048.0]","[2.515856552432694,5.092317626502807,5.647306973584948]",2
2,3,999990.0,32,1024.0,"[999990.0,32.0,1024.0]","[1.5724044486947855,2.5461588132514037,2.823653486792474]",1
2,3,1259990.0,64,1024.0,"[1259990.0,64.0,1024.0]","[1.9812336936478792,5.092317626502807,2.823653486792474]",2
2,3,1099990.0,64,1024.0,"[1099990.0,64.0,1024.0]","[1.7296464659844368,5.092317626502807,2.823653486792474]",2
0,3,669990.0,16,1024.0,"[669990.0,16.0,1024.0]","[1.0535057916389357,1.2730794066257018,2.823653486792474]",0
0,3,1994990.0,32,1024.0,"[1994990.0,32.0,1024.0]","[3.1369625207268172,2.5461588132514037,2.823653486792474]",1
2,3,900990.0,16,1024.0,"[900990.0,16.0,1024.0]","[1.4167348515780305,1.2730794066257018,2.823653486792474]",0
2,3,766990.0,16,512.0,"[766990.0,16.0,512.0]","[1.2060305484098977,1.2730794066257018,1.411826743396237]",0
3,3,1165990.0,16,512.0,"[1165990.0,16.0,512.0]","[1.8334261973956067,1.2730794066257018,1.411826743396237]",0
2,3,712990.0,16,512.0,"[712990.0,16.0,512.0]","[1.1211198590734859,1.2730794066257018,1.411826743396237]",0
2,3,1069990.0,32,1024.0,"[1069990.0,32.0,1024.0]","[1.6824738607975414,2.5461588132514037,2.823653486792474]",1
3,3,1549990.0,32,1024.0,"[1549990.0,32.0,1024.0]","[2.4372355437878683,2.5461588132514037,2.823653486792474]",1
0,3,583990.0,8,256.0,"[583990.0,8.0,256.0]","[0.9182776567698354,0.6365397033128509,0.7059133716981185]",0
0,3,1081990.0,16,512.0,"[1081990.0,16.0,512.0]","[1.7013429028722995,1.2730794066257018,1.411826743396237]",0
3,3,1173990.0,16,512.0,"[1173990.0,16.0,512.0]","[1.846005558778779,1.2730794066257018,1.411826743396237]",0
3,3,1583990.0,32,1024.0,"[1583990.0,32.0,1024.0]","[2.49069782966635,2.5461588132514037,2.823653486792474]",1
3,0,289990.0,8,1024.0,"[289990.0,8.0,1024.0]","[0.4559861259382602,0.6365397033128509,2.823653486792474]",0
4,0,3999990.0,36,1024.0,"[3999990.0,36.0,1024.0]","[6.289664967384328,2.864428664907829,2.823653486792474]",1
3,3,1049990.0,16,1024.0,"[1049990.0,16.0,1024.0]","[1.651025457339611,1.2730794066257018,2.823653486792474]",0
3,3,1299990.0,32,1024.0,"[1299990.0,32.0,1024.0]","[2.04413050056374,2.5461588132514037,2.823653486792474]",1
2,3,859990.0,16,512.0,"[859990.0,16.0,512.0]","[1.3522656244892735,1.2730794066257018,1.411826743396237]",0
2,3,979990.0,16,1024.0,"[979990.0,16.0,1024.0]","[1.5409560452368551,1.2730794066257018,2.823653486792474]",0
3,3,699990.0,16,512.0,"[699990.0,16.0,512.0]","[1.1006783968258311,1.2730794066257018,1.411826743396237]",0
3,3,799990.0,32,512.0,"[799990.0,32.0,512.0]","[1.2579204141154825,2.5461588132514037,1.411826743396237]",0
2,3,1499990.0,64,1024.0,"[1499990.0,64.0,1024.0]","[2.3586145351430425,5.092317626502807,2.823653486792474]",2
3,3,829990.0,16,1024.0,"[829990.0,16.0,1024.0]","[1.305093019302378,1.2730794066257018,2.823653486792474]",0
0,3,715990.0,16,512.0,"[715990.0,16.0,512.0]","[1.1258371195921753,1.2730794066257018,1.411826743396237]",0
3,3,899990.0,32,1024.0,"[899990.0,32.0,1024.0]","[1.4151624314051339,2.5461588132514037,2.823653486792474]",1
2,3,989990.0,64,512.0,"[989990.0,64.0,512.0]","[1.5566802469658203,5.092317626502807,1.411826743396237]",2
2,3,679990.0,16,512.0,"[679990.0,16.0,512.0]","[1.0692299933679008,1.2730794066257018,1.411826743396237]",0
3,3,1499990.0,64,1024.0,"[1499990.0,64.0,1024.0]","[2.3586145351430425,5.092317626502807,2.823653486792474]",2
3,3,1399990.0,32,2048.0,"[1399990.0,32.0,2048.0]","[2.201372517853391,2.5461588132514037,5.647306973584948]",1
3,3,1149990.0,16,2048.0,"[1149990.0,16.0,2048.0]","[1.8082674746292626,1.2730794066257018,5.647306973584948]",1
2,3,849990.0,16,1024.0,"[849990.0,16.0,1024.0]","[1.3365414227603083,1.2730794066257018,2.823653486792474]",0
3,3,1599990.0,64,2048.0,"[1599990.0,64.0,2048.0]","[2.515856552432694,5.092317626502807,5.647306973584948]",2
2,3,999990.0,32,1024.0,"[999990.0,32.0,1024.0]","[1.5724044486947855,2.5461588132514037,2.823653486792474]",1
